ID_Gireve_Zone;Nom_Enseigne_dexploitation;Nom_Zone;Libelle_Affichable;ID_Exploitant_Zone;ID_eMI3_Zone;Agregateur;Id_Agregateur;Nom_Exploitant_Technique;ID_eMI3_Exploitant_T;Nom_Exploitant_Proprietaire;ID_eMI3_Exploitant_P;Nom_Exploitant_Commercial;ID_eMI3_Exploitant_C;Numero_Rue;Nom_Rue;Ville;Code_Postal;Pays;Complement_Adresse;Latitude_Zone;Longitude_Zone;Etage_dimplantation_Zone;Nombre_Borne_Zone;Nombre_Parking_Zone;Accessibilite_Zone;Type_Site_dimplantation_Zone;Statut_activite_Zone;Latitude_Entree_Zone;Longitude_Entree_Zone;Numero_Tel_Zone;Identifiant_GRD_du_PDL;Commentaire_Acces;Horaires_Geres;24/24;Ouverture_Lundi;Fermeture_Lundi;Ouverture_Mardi;Fermeture_Mardi;Ouverture_Mercredi;Fermeture_Mercredi;Ouverture_Jeudi;Fermeture_Jeudi;Ouverture_Vendredi;Fermeture_Vendredi;Ouverture_Samedi;Fermeture_Samedi;Ouverture_Dimanche;Fermeture_Dimanche;ID_Audit;Auteur_Audit;Informations_Audit;Date_Audit;ID_Gireve_Borne;ID_Exploitant_Borne;Identifiant_visuel_Borne;Nombre_PointsdeCharge_Borne;Borne_communiquante;Fabricant_Borne;Modele_Borne;Type_acces_Borne;Mode_authentification;Langue_Borne;Commentaire;Mode_paiement;Commentaires_paiement;ID_Gireve_Point;IDExt_Point;Identifiant_pt_charge;Identifiant_visuel_pt_charge;Comptage_Type;Type_Courant;Nombre_prises;Puissance_Max;Label_certification;Roamable;ID_Gireve_Groupe;Service_Name;Nom_Type_Prise1;Intensite_Prise1;Nom_Type_Prise2;Intensite_Prise2;Nom_Type_Prise3;Intensite_Prise3;Nom_Type_Prise4;Intensite_Prise4;Nom_Type_Prise5;Intensite_Prise5
393443;concessionnaire VOLVO;concessionnaire VOLVO/FR*XXX*PGRIMALVOLVO81000*1;Volvo Albi;FR*XXX*PGRIMALVOLVO81000*1;FR*XXX*PGRIMALVOLVO81000*1;;;Driveco | XX*DRV;XX*DRV;Volvo Albi;;;;132;Avenue Albert Thomas;Albi;81000;FR;;43.942734;2.149854;0;1;6;1;1;2;43.942734;2.149854;;;;1;0;;;;;;;;;;;;;;;;;;;515198;FR*XXX*PGRIMALVOLVO81000*1-B1;;6;2;;;1;100|13|5;fr;;2|3;;939770;ZChargePoint2460;FR*XXX*E10900*P2;10900;0;2;1;22.000;;0;;;9;32;;;;;;;;
393443;concessionnaire VOLVO;concessionnaire VOLVO/FR*XXX*PGRIMALVOLVO81000*1;Volvo Albi;FR*XXX*PGRIMALVOLVO81000*1;FR*XXX*PGRIMALVOLVO81000*1;;;Driveco | XX*DRV;XX*DRV;Volvo Albi;;;;132;Avenue Albert Thomas;Albi;81000;FR;;43.942734;2.149854;0;1;6;1;1;2;43.942734;2.149854;;;;1;0;;;;;;;;;;;;;;;;;;;515198;FR*XXX*PGRIMALVOLVO81000*1-B1;;6;2;;;1;100|13|5;fr;;2|3;;939773;ZChargePoint2457;FR*XXX*E10901*P1;10901;0;2;2;22.000;;0;;;4;16;9;32;;;;;;
393443;concessionnaire VOLVO;concessionnaire VOLVO/FR*XXX*PGRIMALVOLVO81000*1;Volvo Albi;FR*XXX*PGRIMALVOLVO81000*1;FR*XXX*PGRIMALVOLVO81000*1;;;Driveco | XX*DRV;XX*DRV;Volvo Albi;;;;132;Avenue Albert Thomas;Albi;81000;FR;;43.942734;2.149854;0;1;6;1;1;2;43.942734;2.149854;;;;1;0;;;;;;;;;;;;;;;;;;;515198;FR*XXX*PGRIMALVOLVO81000*1-B1;;6;2;;;1;100|13|5;fr;;2|3;;939776;ZChargePoint2458;FR*XXX*E10901*P2;10901;0;2;1;22.000;;0;;;9;32;;;;;;;;
393443;concessionnaire VOLVO;concessionnaire VOLVO/FR*XXX*PGRIMALVOLVO81000*1;Volvo Albi;FR*XXX*PGRIMALVOLVO81000*1;FR*XXX*PGRIMALVOLVO81000*1;;;Driveco | XX*DRV;XX*DRV;Volvo Albi;;;;132;Avenue Albert Thomas;Albi;81000;FR;;43.942734;2.149854;0;1;6;1;1;2;43.942734;2.149854;;;;1;0;;;;;;;;;;;;;;;;;;;515198;FR*XXX*PGRIMALVOLVO81000*1-B1;;6;2;;;1;100|13|5;fr;;2|3;;939779;ZChargePoint2455;FR*XXX*E10902*P1;10902;0;2;2;22.000;;0;;;4;16;9;32;;;;;;
393443;concessionnaire VOLVO;concessionnaire VOLVO/FR*XXX*PGRIMALVOLVO81000*1;Volvo Albi;FR*XXX*PGRIMALVOLVO81000*1;FR*XXX*PGRIMALVOLVO81000*1;;;Driveco | XX*DRV;XX*DRV;Volvo Albi;;;;132;Avenue Albert Thomas;Albi;81000;FR;;43.942734;2.149854;0;1;6;1;1;2;43.942734;2.149854;;;;1;0;;;;;;;;;;;;;;;;;;;515198;FR*XXX*PGRIMALVOLVO81000*1-B1;;6;2;;;1;100|13|5;fr;;2|3;;939782;ZChargePoint2456;FR*XXX*E10902*P2;10902;0;2;1;22.000;;0;;;9;32;;;;;;;;
393446;concessionnaire VOLVO;concessionnaire VOLVO/FR*XXX*PHESSVOLVO67460*1;Volvo Souffelweyersheim;FR*XXX*PHESSVOLVO67460*1;FR*XXX*PHESSVOLVO67460*1;;;Driveco | XX*DRV;XX*DRV;VOLVO - SOUFFELWEYERSHEIM;;;;42;Rue des Tuileries;Souffelweyersheim;67460;FR;;48.623329;7.726805;0;1;14;1;1;2;48.623329;7.726805;;;;1;0;;;;;;;;;;;;;;;;;;;515201;FR*XXX*PHESSVOLVO67460*1-B1;;14;2;;;1;100|13|5;fr;;2|3;;939785;ZChargePoint2550;FR*XXX*E10930*P1;10930;0;2;2;22.000;;0;;;4;16;9;32;;;;;;
393446;concessionnaire VOLVO;concessionnaire VOLVO/FR*XXX*PHESSVOLVO67460*1;Volvo Souffelweyersheim;FR*XXX*PHESSVOLVO67460*1;FR*XXX*PHESSVOLVO67460*1;;;Driveco | XX*DRV;XX*DRV;VOLVO - SOUFFELWEYERSHEIM;;;;42;Rue des Tuileries;Souffelweyersheim;67460;FR;;48.623329;7.726805;0;1;14;1;1;2;48.623329;7.726805;;;;1;0;;;;;;;;;;;;;;;;;;;515201;FR*XXX*PHESSVOLVO67460*1-B1;;14;2;;;1;100|13|5;fr;;2|3;;939788;ZChargePoint2551;FR*XXX*E10930*P2;10930;0;2;1;22.000;;0;;;9;32;;;;;;;;
393446;concessionnaire VOLVO;concessionnaire VOLVO/FR*XXX*PHESSVOLVO67460*1;Volvo Souffelweyersheim;FR*XXX*PHESSVOLVO67460*1;FR*XXX*PHESSVOLVO67460*1;;;Driveco | XX*DRV;XX*DRV;VOLVO - SOUFFELWEYERSHEIM;;;;42;Rue des Tuileries;Souffelweyersheim;67460;FR;;48.623329;7.726805;0;1;14;1;1;2;48.623329;7.726805;;;;1;0;;;;;;;;;;;;;;;;;;;515201;FR*XXX*PHESSVOLVO67460*1-B1;;14;2;;;1;100|13|5;fr;;2|3;;939791;ZChargePoint2558;FR*XXX*E10931*P1;10931;0;2;2;22.000;;0;;;4;16;9;32;;;;;;
393446;concessionnaire VOLVO;concessionnaire VOLVO/FR*XXX*PHESSVOLVO67460*1;Volvo Souffelweyersheim;FR*XXX*PHESSVOLVO67460*1;FR*XXX*PHESSVOLVO67460*1;;;Driveco | XX*DRV;XX*DRV;VOLVO - SOUFFELWEYERSHEIM;;;;42;Rue des Tuileries;Souffelweyersheim;67460;FR;;48.623329;7.726805;0;1;14;1;1;2;48.623329;7.726805;;;;1;0;;;;;;;;;;;;;;;;;;;515201;FR*XXX*PHESSVOLVO67460*1-B1;;14;2;;;1;100|13|5;fr;;2|3;;939794;ZChargePoint2559;FR*XXX*E10931*P2;10931;0;2;1;22.000;;0;;;9;32;;;;;;;;
393446;concessionnaire VOLVO;concessionnaire VOLVO/FR*XXX*PHESSVOLVO67460*1;Volvo Souffelweyersheim;FR*XXX*PHESSVOLVO67460*1;FR*XXX*PHESSVOLVO67460*1;;;Driveco | XX*DRV;XX*DRV;VOLVO - SOUFFELWEYERSHEIM;;;;42;Rue des Tuileries;Souffelweyersheim;67460;FR;;48.623329;7.726805;0;1;14;1;1;2;48.623329;7.726805;;;;1;0;;;;;;;;;;;;;;;;;;;515201;FR*XXX*PHESSVOLVO67460*1-B1;;14;2;;;1;100|13|5;fr;;2|3;;939797;ZChargePoint2556;FR*XXX*E10932*P1;10932;0;2;2;22.000;;0;;;4;16;9;32;;;;;;
393446;concessionnaire VOLVO;concessionnaire VOLVO/FR*XXX*PHESSVOLVO67460*1;Volvo Souffelweyersheim;FR*XXX*PHESSVOLVO67460*1;FR*XXX*PHESSVOLVO67460*1;;;Driveco | XX*DRV;XX*DRV;VOLVO - SOUFFELWEYERSHEIM;;;;42;Rue des Tuileries;Souffelweyersheim;67460;FR;;48.623329;7.726805;0;1;14;1;1;2;48.623329;7.726805;;;;1;0;;;;;;;;;;;;;;;;;;;515201;FR*XXX*PHESSVOLVO67460*1-B1;;14;2;;;1;100|13|5;fr;;2|3;;939800;ZChargePoint2557;FR*XXX*E10932*P2;10932;0;2;1;22.000;;0;;;9;32;;;;;;;;
393446;concessionnaire VOLVO;concessionnaire VOLVO/FR*XXX*PHESSVOLVO67460*1;Volvo Souffelweyersheim;FR*XXX*PHESSVOLVO67460*1;FR*XXX*PHESSVOLVO67460*1;;;Driveco | XX*DRV;XX*DRV;VOLVO - SOUFFELWEYERSHEIM;;;;42;Rue des Tuileries;Souffelweyersheim;67460;FR;;48.623329;7.726805;0;1;14;1;1;2;48.623329;7.726805;;;;1;0;;;;;;;;;;;;;;;;;;;515201;FR*XXX*PHESSVOLVO67460*1-B1;;14;2;;;1;100|13|5;fr;;2|3;;939803;ZChargePoint2552;FR*XXX*E10933*P1;10933;0;2;2;22.000;;0;;;4;16;9;32;;;;;;
393446;concessionnaire VOLVO;concessionnaire VOLVO/FR*XXX*PHESSVOLVO67460*1;Volvo Souffelweyersheim;FR*XXX*PHESSVOLVO67460*1;FR*XXX*PHESSVOLVO67460*1;;;Driveco | XX*DRV;XX*DRV;VOLVO - SOUFFELWEYERSHEIM;;;;42;Rue des Tuileries;Souffelweyersheim;67460;FR;;48.623329;7.726805;0;1;14;1;1;2;48.623329;7.726805;;;;1;0;;;;;;;;;;;;;;;;;;;515201;FR*XXX*PHESSVOLVO67460*1-B1;;14;2;;;1;100|13|5;fr;;2|3;;939806;ZChargePoint2553;FR*XXX*E10933*P2;10933;0;2;1;22.000;;0;;;9;32;;;;;;;;
393446;concessionnaire VOLVO;concessionnaire VOLVO/FR*XXX*PHESSVOLVO67460*1;Volvo Souffelweyersheim;FR*XXX*PHESSVOLVO67460*1;FR*XXX*PHESSVOLVO67460*1;;;Driveco | XX*DRV;XX*DRV;VOLVO - SOUFFELWEYERSHEIM;;;;42;Rue des Tuileries;Souffelweyersheim;67460;FR;;48.623329;7.726805;0;1;14;1;1;2;48.623329;7.726805;;;;1;0;;;;;;;;;;;;;;;;;;;515201;FR*XXX*PHESSVOLVO67460*1-B1;;14;2;;;1;100|13|5;fr;;2|3;;939809;ZChargePoint2554;FR*XXX*E10934*P1;10934;0;2;2;22.000;;0;;;4;16;9;32;;;;;;
393446;concessionnaire VOLVO;concessionnaire VOLVO/FR*XXX*PHESSVOLVO67460*1;Volvo Souffelweyersheim;FR*XXX*PHESSVOLVO67460*1;FR*XXX*PHESSVOLVO67460*1;;;Driveco | XX*DRV;XX*DRV;VOLVO - SOUFFELWEYERSHEIM;;;;42;Rue des Tuileries;Souffelweyersheim;67460;FR;;48.623329;7.726805;0;1;14;1;1;2;48.623329;7.726805;;;;1;0;;;;;;;;;;;;;;;;;;;515201;FR*XXX*PHESSVOLVO67460*1-B1;;14;2;;;1;100|13|5;fr;;2|3;;939812;ZChargePoint2555;FR*XXX*E10934*P2;10934;0;2;1;22.000;;0;;;9;32;;;;;;;;
393446;concessionnaire VOLVO;concessionnaire VOLVO/FR*XXX*PHESSVOLVO67460*1;Volvo Souffelweyersheim;FR*XXX*PHESSVOLVO67460*1;FR*XXX*PHESSVOLVO67460*1;;;Driveco | XX*DRV;XX*DRV;VOLVO - SOUFFELWEYERSHEIM;;;;42;Rue des Tuileries;Souffelweyersheim;67460;FR;;48.623329;7.726805;0;1;14;1;1;2;48.623329;7.726805;;;;1;0;;;;;;;;;;;;;;;;;;;515201;FR*XXX*PHESSVOLVO67460*1-B1;;14;2;;;1;100|13|5;fr;;2|3;;939815;ZChargePoint2562;FR*XXX*E20211701*P1;20211701;0;3;2;24.000;;0;;;22;48;23;48;;;;;;
393446;concessionnaire VOLVO;concessionnaire VOLVO/FR*XXX*PHESSVOLVO67460*1;Volvo Souffelweyersheim;FR*XXX*PHESSVOLVO67460*1;FR*XXX*PHESSVOLVO67460*1;;;Driveco | XX*DRV;XX*DRV;VOLVO - SOUFFELWEYERSHEIM;;;;42;Rue des Tuileries;Souffelweyersheim;67460;FR;;48.623329;7.726805;0;1;14;1;1;2;48.623329;7.726805;;;;1;0;;;;;;;;;;;;;;;;;;;515201;FR*XXX*PHESSVOLVO67460*1-B1;;14;2;;;1;100|13|5;fr;;2|3;;939818;ZChargePoint2563;FR*XXX*E20211701*P2;20211701;0;2;1;22.000;;0;;;9;32;;;;;;;;
393446;concessionnaire VOLVO;concessionnaire VOLVO/FR*XXX*PHESSVOLVO67460*1;Volvo Souffelweyersheim;FR*XXX*PHESSVOLVO67460*1;FR*XXX*PHESSVOLVO67460*1;;;Driveco | XX*DRV;XX*DRV;VOLVO - SOUFFELWEYERSHEIM;;;;42;Rue des Tuileries;Souffelweyersheim;67460;FR;;48.623329;7.726805;0;1;14;1;1;2;48.623329;7.726805;;;;1;0;;;;;;;;;;;;;;;;;;;515201;FR*XXX*PHESSVOLVO67460*1-B1;;14;2;;;1;100|13|5;fr;;2|3;;976724;ZChargePoint2560;FR*XXX*E10935*P1;10935;0;2;2;22.000;;0;;;4;16;9;32;;;;;;
393446;concessionnaire VOLVO;concessionnaire VOLVO/FR*XXX*PHESSVOLVO67460*1;Volvo Souffelweyersheim;FR*XXX*PHESSVOLVO67460*1;FR*XXX*PHESSVOLVO67460*1;;;Driveco | XX*DRV;XX*DRV;VOLVO - SOUFFELWEYERSHEIM;;;;42;Rue des Tuileries;Souffelweyersheim;67460;FR;;48.623329;7.726805;0;1;14;1;1;2;48.623329;7.726805;;;;1;0;;;;;;;;;;;;;;;;;;;515201;FR*XXX*PHESSVOLVO67460*1-B1;;14;2;;;1;100|13|5;fr;;2|3;;976727;ZChargePoint2561;FR*XXX*E10935*P2;10935;0;2;1;22.000;;0;;;9;32;;;;;;;;
393449;Corsica Sole;Corsica Sole/FR*XXX*PCS10PASCIALONE;CS10 Pascialone;FR*XXX*PCS10PASCIALONE;FR*XXX*PCS10PASCIALONE;;;Driveco | XX*DRV;XX*DRV;CS10 Pascialone;;;;;Pascialone;Pancheraccia;20251;FR;;42.215978;9.373242;0;1;1;1;1;2;42.215978;9.373242;;;;1;0;;;;;;;;;;;;;;;;;;;515204;FR*XXX*PCS10PASCIALONE-B1;;1;2;;;1;100|13|5;fr;;2|3;;939827;ZChargePoint385;FR*XXX*E119267794*P1;19267794;0;2;1;22.000;;0;;;9;32;;;;;;;;
393452;COURTEPAILLE;COURTEPAILLE/FR*XXX*PCOURTEPAILLE20090*1;Courtepaille Ajaccio;FR*XXX*PCOURTEPAILLE20090*1;FR*XXX*PCOURTEPAILLE20090*1;;;Driveco | XX*DRV;XX*DRV;Courtepaille Ajaccio;;;;20;Boulevard Georges Pompidou;Ajaccio;20090;FR;;41.933917;8.756763;0;1;2;1;1;2;41.933917;8.756763;;;;1;0;;;;;;;;;;;;;;;;;;;515207;FR*XXX*PCOURTEPAILLE20090*1-B1;;2;2;;;1;100|13|5;fr;;2|3;;939830;ZChargePoint2407;FR*XXX*E10888*P1;10888;0;2;2;22.000;;0;Driveco*E1;;4;16;9;32;;;;;;
393452;COURTEPAILLE;COURTEPAILLE/FR*XXX*PCOURTEPAILLE20090*1;Courtepaille Ajaccio;FR*XXX*PCOURTEPAILLE20090*1;FR*XXX*PCOURTEPAILLE20090*1;;;Driveco | XX*DRV;XX*DRV;Courtepaille Ajaccio;;;;20;Boulevard Georges Pompidou;Ajaccio;20090;FR;;41.933917;8.756763;0;1;2;1;1;2;41.933917;8.756763;;;;1;0;;;;;;;;;;;;;;;;;;;515207;FR*XXX*PCOURTEPAILLE20090*1-B1;;2;2;;;1;100|13|5;fr;;2|3;;939833;ZChargePoint2408;FR*XXX*E10888*P2;10888;0;2;1;22.000;;0;Driveco*E1;;9;32;;;;;;;;
393455;CS6 Giurone;CS6 Giurone/FR*XXX*PCSGIURONE20290*1;CS6 Giurone;FR*XXX*PCSGIURONE20290*1;FR*XXX*PCSGIURONE20290*1;;;Driveco | XX*DRV;XX*DRV;CS6 Giurone;;;;;Giurone;Prunelli-di-Casacconi;20290;FR;;42.516602;9.425200;0;1;2;1;1;2;42.516602;9.425200;;;;1;0;;;;;;;;;;;;;;;;;;;515210;FR*XXX*PCSGIURONE20290*1-B1;;2;2;;;1;100|13|5;fr;;2|3;;939836;ZChargePoint30;FR*XXX*E10152*P1;10152;0;1;3;7.400;;0;;;4;16;7;32;8;32;;;;
393455;CS6 Giurone;CS6 Giurone/FR*XXX*PCSGIURONE20290*1;CS6 Giurone;FR*XXX*PCSGIURONE20290*1;FR*XXX*PCSGIURONE20290*1;;;Driveco | XX*DRV;XX*DRV;CS6 Giurone;;;;;Giurone;Prunelli-di-Casacconi;20290;FR;;42.516602;9.425200;0;1;2;1;1;2;42.516602;9.425200;;;;1;0;;;;;;;;;;;;;;;;;;;515210;FR*XXX*PCSGIURONE20290*1-B1;;2;2;;;1;100|13|5;fr;;2|3;;939839;ZChargePoint31;FR*XXX*E10152*P2;10152;0;2;3;22.000;;0;;;4;16;9;32;11;32;;;;
393458;CS8 Casaperta;CS8 Casaperta/FR*XXX*PCASAPERTA20251*1;CS8 Casaperta;FR*XXX*PCASAPERTA20251*1;FR*XXX*PCASAPERTA20251*1;;;Driveco | XX*DRV;XX*DRV;CS8 Casaperta;;;;;PB GEOLOC;Pancheraccia;20251;FR;;42.102299;9.254780;0;1;1;1;1;2;42.102299;9.254780;;;;1;0;;;;;;;;;;;;;;;;;;;515213;FR*XXX*PCASAPERTA20251*1-B1;;1;2;;;1;100|13|5;fr;;2|3;;939842;ZChargePoint384;FR*XXX*E19267795*P1;19267795;0;2;1;22.000;;0;;;9;32;;;;;;;;
393461;Dalkia;Dalkia/FR*XXX*PATEGDALKIA*59139*1;ATEG - Dalkia Wattignies;FR*XXX*PATEGDALKIA*59139*1;FR*XXX*PATEGDALKIA*59139*1;;;Driveco | XX*DRV;XX*DRV;ATEG - Dalkia Lille;;;;50;Rue Jean Mermoz;Wattignies;59139;FR;;50.593580;3.048170;0;1;2;1;2;2;50.593580;3.048170;;;;1;0;;;;;;;;;;;;;;;;;;;515216;FR*XXX*PATEGDALKIA*59139*1-B1;;2;2;;;1;100|13|5;fr;;2|3;;939845;ZChargePoint1047;FR*XXX*E10144*P1;10144;0;2;2;22.000;;0;;;4;16;9;32;;;;;;
393461;Dalkia;Dalkia/FR*XXX*PATEGDALKIA*59139*1;ATEG - Dalkia Wattignies;FR*XXX*PATEGDALKIA*59139*1;FR*XXX*PATEGDALKIA*59139*1;;;Driveco | XX*DRV;XX*DRV;ATEG - Dalkia Lille;;;;50;Rue Jean Mermoz;Wattignies;59139;FR;;50.593580;3.048170;0;1;2;1;2;2;50.593580;3.048170;;;;1;0;;;;;;;;;;;;;;;;;;;515216;FR*XXX*PATEGDALKIA*59139*1-B1;;2;2;;;1;100|13|5;fr;;2|3;;939848;ZChargePoint1048;FR*XXX*E10144*P2;10144;0;2;1;22.000;;0;;;9;32;;;;;;;;
393464;Dalkia;Dalkia/FR*XXX*PATEGDALKIA*59370*1;ATEG - Dalkia Mons-en-Baroeul;FR*XXX*PATEGDALKIA*59370*1;FR*XXX*PATEGDALKIA*59370*1;;;Driveco | XX*DRV;XX*DRV;ATEG - Dalkia Mons-en-Baroeul;;;;1;Rue de Normandie;Mons-en-Barœul;59370;FR;;50.642850;3.120670;0;1;2;1;3;2;50.642850;3.120670;;;;1;0;;;;;;;;;;;;;;;;;;;515219;FR*XXX*PATEGDALKIA*59370*1-B1;;2;2;;;1;100|13|5;fr;;2|3;;939851;ZChargePoint1051;FR*XXX*E10146*P1;10146;0;2;2;22.000;;0;;;4;16;9;32;;;;;;
393464;Dalkia;Dalkia/FR*XXX*PATEGDALKIA*59370*1;ATEG - Dalkia Mons-en-Baroeul;FR*XXX*PATEGDALKIA*59370*1;FR*XXX*PATEGDALKIA*59370*1;;;Driveco | XX*DRV;XX*DRV;ATEG - Dalkia Mons-en-Baroeul;;;;1;Rue de Normandie;Mons-en-Barœul;59370;FR;;50.642850;3.120670;0;1;2;1;3;2;50.642850;3.120670;;;;1;0;;;;;;;;;;;;;;;;;;;515219;FR*XXX*PATEGDALKIA*59370*1-B1;;2;2;;;1;100|13|5;fr;;2|3;;939854;ZChargePoint1052;FR*XXX*E10146*P2;10146;0;2;1;22.000;;0;;;9;32;;;;;;;;
393467;Dalkia;Dalkia/FR*XXX*PATEGDALKIA*59800*1;ATEG - Dalkia Resonor;FR*XXX*PATEGDALKIA*59800*1;FR*XXX*PATEGDALKIA*59800*1;;;Driveco | XX*DRV;XX*DRV;ATEG - Dalkia Resonor;;;;5;Rue du Pont de Tournai;Lille;59800;FR;;50.621340;3.089750;0;1;2;1;3;2;50.621340;3.089750;;;;1;0;;;;;;;;;;;;;;;;;;;515222;FR*XXX*PATEGDALKIA*59800*1-B1;;2;2;;;1;100|13|5;fr;;2|3;;939857;ZChargePoint1049;FR*XXX*E10145*P1;10145;0;2;2;22.000;;0;;;4;16;9;32;;;;;;
393467;Dalkia;Dalkia/FR*XXX*PATEGDALKIA*59800*1;ATEG - Dalkia Resonor;FR*XXX*PATEGDALKIA*59800*1;FR*XXX*PATEGDALKIA*59800*1;;;Driveco | XX*DRV;XX*DRV;ATEG - Dalkia Resonor;;;;5;Rue du Pont de Tournai;Lille;59800;FR;;50.621340;3.089750;0;1;2;1;3;2;50.621340;3.089750;;;;1;0;;;;;;;;;;;;;;;;;;;515222;FR*XXX*PATEGDALKIA*59800*1-B1;;2;2;;;1;100|13|5;fr;;2|3;;939860;ZChargePoint1050;FR*XXX*E10145*P2;10145;0;2;1;22.000;;0;;;9;32;;;;;;;;
393470;Dalkia;Dalkia/FR*XXX*PATEGDALKIA*62000*1;ATEG - Dalkia Arras;FR*XXX*PATEGDALKIA*62000*1;FR*XXX*PATEGDALKIA*62000*1;;;Driveco | XX*DRV;XX*DRV;ATEG - Dalkia Arras;;;;187;Allée du Général Girard;Arras;62000;FR;La Citadelle - Le foyer Numérique;50.283480;2.758780;0;1;2;1;1;2;50.283480;2.758780;;;;1;0;;;;;;;;;;;;;;;;;;;515225;FR*XXX*PATEGDALKIA*62000*1-B1;;2;2;;;1;100|13|5;fr;;2|3;;939863;ZChargePoint1045;FR*XXX*E10227*P1;10227;0;2;2;22.000;;0;;;4;16;9;32;;;;;;
393470;Dalkia;Dalkia/FR*XXX*PATEGDALKIA*62000*1;ATEG - Dalkia Arras;FR*XXX*PATEGDALKIA*62000*1;FR*XXX*PATEGDALKIA*62000*1;;;Driveco | XX*DRV;XX*DRV;ATEG - Dalkia Arras;;;;187;Allée du Général Girard;Arras;62000;FR;La Citadelle - Le foyer Numérique;50.283480;2.758780;0;1;2;1;1;2;50.283480;2.758780;;;;1;0;;;;;;;;;;;;;;;;;;;515225;FR*XXX*PATEGDALKIA*62000*1-B1;;2;2;;;1;100|13|5;fr;;2|3;;939866;ZChargePoint1046;FR*XXX*E10227*P2;10227;0;2;1;22.000;;0;;;9;32;;;;;;;;
393473;Ducati;Ducati/FR*XXX*PGHP97232*1;GHP - Ducati;FR*XXX*PGHP97232*1;FR*XXX*PGHP97232*1;;;Driveco | XX*DRV;XX*DRV;GHP - Ducati;;;;6;Habitation la Trompeuse;Le Lamentin;97232;FR;;14.614933;-61.033127;0;1;2;1;1;2;14.614933;-61.033127;;;;1;0;;;;;;;;;;;;;;;;;;;515228;FR*XXX*PGHP97232*1-B1;;2;2;;;1;100|13|5;fr;;2|3;;939869;ZChargePoint360;FR*XXX*E10287*P1;10287;0;1;2;7.400;;0;;;4;16;8;32;;;;;;
393473;Ducati;Ducati/FR*XXX*PGHP97232*1;GHP - Ducati;FR*XXX*PGHP97232*1;FR*XXX*PGHP97232*1;;;Driveco | XX*DRV;XX*DRV;GHP - Ducati;;;;6;Habitation la Trompeuse;Le Lamentin;97232;FR;;14.614933;-61.033127;0;1;2;1;1;2;14.614933;-61.033127;;;;1;0;;;;;;;;;;;;;;;;;;;515228;FR*XXX*PGHP97232*1-B1;;2;2;;;1;100|13|5;fr;;2|3;;939872;ZChargePoint361;FR*XXX*E10287*P2;10287;0;1;1;7.400;;0;;;8;32;;;;;;;;
393476;ELLIPSE CINEMA;ELLIPSE CINEMA/FR*XXX*PMSGCINéMA200290*1;Ellipse Ajaccio;FR*XXX*PMSGCINéMA200290*1;FR*XXX*PMSGCINéMA200290*1;;;Driveco | XX*DRV;XX*DRV;Ellipse Ajaccio;;;;;Rue des Magnolias;Ajaccio;20090;FR;;41.946803;8.754948;0;1;2;1;1;2;41.946803;8.754948;;;;1;0;;;;;;;;;;;;;;;;;;;515231;FR*XXX*PMSGCINéMA200290*1-B1;;2;2;;;1;100|13|5;fr;;2|3;;939875;ZChargePoint2626;FR*XXX*E10951*P1;10951;0;2;2;22.000;;0;Driveco*F1;;4;16;9;32;;;;;;
393476;ELLIPSE CINEMA;ELLIPSE CINEMA/FR*XXX*PMSGCINéMA200290*1;Ellipse Ajaccio;FR*XXX*PMSGCINéMA200290*1;FR*XXX*PMSGCINéMA200290*1;;;Driveco | XX*DRV;XX*DRV;Ellipse Ajaccio;;;;;Rue des Magnolias;Ajaccio;20090;FR;;41.946803;8.754948;0;1;2;1;1;2;41.946803;8.754948;;;;1;0;;;;;;;;;;;;;;;;;;;515231;FR*XXX*PMSGCINéMA200290*1-B1;;2;2;;;1;100|13|5;fr;;2|3;;939878;ZChargePoint2627;FR*XXX*E10951*P2;10951;0;2;1;22.000;;0;Driveco*F1;;9;32;;;;;;;;
393479;Ford;Ford/FR*SSD*PMAURINFORD83480*1;Ford - Suzuki Puget sur Argens;FR*SSD*PMAURINFORD83480*1;FR*SSD*PMAURINFORD83480*1;;;Driveco | FR*SSD;FR*SSD;Ford - Suzuki Puget sur Argens;;;;;Les Barestes;Puget-sur-Argens;83480;FR;Quartier les Barestes DN7;43.449069;6.694338;0;1;8;1;1;2;43.449069;6.694338;33972562680;;;1;0;;;;;;;;;;;;;;;;;;;515234;FR*SSD*PMAURINFORD83480*1-B1;;8;2;;;1;100|13|5;fr;;2|3;;939881;ZChargePoint2251;FR*SSD*E10527*P1;10527;0;2;2;22.000;;0;FR*SSD*TSD2;;4;16;9;32;;;;;;
